gez;neci;Company;Segment;City;State/Country;Booth;Website;Description;Role;Status;Emails;SocialLinks;MetaDescription;ReportPath;Extracted_Products;Extracted_Services;Inferred_Website
;;ALLAND GROUP LIMITED;Interior Finishings & Home Living;Shenzhen, Guangdong;China;S10129;https://www.buildersshow.com/exhibitor/allandgrouplimited;Founded in 2008, Alland Cabinet is a high-end custom cabinet manufacturer from China. We are committed to designing and manufacturing high-end custom cabinetry, wardrobes, bathroom vanities, and other whole-house cabinetry. Over the years, we have mainly collaborated with builders, contractors, and designers, completing numerous successful custom cabinet projects around the world. The quality and service of these projects have received high praise from customers, and we have also accumulated extensive experience from them. Regardless of the size of your project, your budget, or your design requirements, you can always find products from Alland Cabinet that meet your needs. We also provide door-to-door delivery services, so you don’t have to worry about transportation and customs duty issues.;Product;No Website Found;;;;offline_dossier/detailed_reports/alland-group-limited/report.md;custom cabinetry, wardrobes, bathroom vanities, whole-house cabinetry;designing and manufacturing, custom cabinet projects, door-to-door delivery;allandcabinet.com
;;Alleguard;Building Materials;Brentwood;Tennessee;W6341;https://www.buildersshow.com/exhibitor/alleguard;With a combined 60-year history and proven track record of supporting our customers’ visions, Alleguard is strategically built from the ground up to expand and shape your business. Whether you’re in construction, protective packaging, cold-chain or other industries, we are relentless in going the extra mile to help your business succeed.;Product;No Website Found;;;;offline_dossier/detailed_reports/alleguard/report.md;;;alleguard.com
;;Alliance Fleet;Construction Tools, Systems, Equipment, & Safety;Rochester;New York;W5259;https://www.buildersshow.com/exhibitor/alliancefleet;;Product;No Website Found;;;;offline_dossier/detailed_reports/alliance-fleet/report.md;;;
;;Allini Water Filters of Florida;Building Materials;Golf;Florida;W5188;https://www.buildersshow.com/exhibitor/alliniwaterfiltersofflorida;;Product;No Website Found;;;;offline_dossier/detailed_reports/allini-water-filters-of-florida/report.md;;;
;;ALMUNIF PIPES;Building Materials;Riyadh, Al Riyadh;Saudi Arabia;W8473;https://www.buildersshow.com/exhibitor/munirabdullahalmuniffactoryfor;We are Almunif Pipe Group one of the Leading Plastic pipes & Fittings & Manufacturer located in Saudi Arabia, AL MUNIF GROUP PRODUCED ALL TYPE OF PLASTIC PIPES AND FITTING'S FROM VARIOUS MATERIALS ( PVC,CPVC,HDPE,PE-80,PE-100,LDPE , PP-R & GRP ) ACCORDING TO THE INTERNATIONAL STANDARD (AMERICAN STANDARDS ASTM D 1785 , ASTM D 2241 ,ASTM D 2665 , ASTM F 144 & NEMA ) ( BRITISH STANDARDS BS 3505/3506 , BS 6099 ,BS 5481 , BS 4660, BS 4514 , BS 5255 ) (GERMAN STANDARDS DIN-806/8061 ISO 161-1 DIN 8074/8075 ISO 4427-2 DIN 8079, DIN-8063 ,DIN-19531,19534 ( EUROPIAN STANDARDS EN 1452 , EN1401 ) AND OTHER STANDARDS OUR PRODUCTION RANGE : PVC PIPES PRODUCTION RANGE DIA PVC/uPVC FROM 20 mm - 800 mm ( ½” - 12” ) WITH VARIOUS PRESSURE RATING HDPE ( High density polyethylene ) ,PE-80,PE-100 PIPES FROM 16 mm – 1600 mm WITH VARIOUS PRESSURE RATING. cPVC From ½’ – 6” PPR From 20 mm – 160 mm GRP From 300 mm - 3000 mm;Product;No Website Found;;;;offline_dossier/detailed_reports/almunif-pipes/report.md;Plastic pipes, Fittings, PVC pipes, uPVC pipes, HDPE pipes, PE-80 pipes, PE-100 pipes, LDPE pipes, PP-R pipes, GRP pipes;Manufacturing;almunifpipes.com
;;AlphaCover Surface Protection;Interior Finishings & Home Living;Holland;Michigan;S9115;https://www.buildersshow.com/exhibitor/alphacoversurfaceprotection;;Product;No Website Found;;;;offline_dossier/detailed_reports/alphacover-surface-protection/report.md;;;
;;Alpine, An ITW Company;Building Materials;Grand Prairie;Texas;W4101;https://www.buildersshow.com/exhibitor/alpineanitwcompany;;Product;No Website Found;;;;offline_dossier/detailed_reports/alpine-an-itw-company/report.md;;;
n;;Alto Capital;Business Management & Professional Services;Miami;Florida;S7082;https://www.buildersshow.com/exhibitor/equitylendingsolutionsllc;;Service;No Website Found;;;;offline_dossier/detailed_reports/alto-capital/report.md;;;
y;pergole ;Alufem Aluminyum San. Tic. A.S.;Building Materials;Kayseri, Kayseri;Turkey;W3083;https://www.buildersshow.com/exhibitor/alufemaluminyumsanticas;Alufem Aluminium operates in the Kayseri Organized Industrial Zone, providing customer-oriented, fast, and innovative services within a 50,000 m² enclosed production facility. The plant houses aluminium extrusion press lines, polishing surface treatment machines, anodizing facilities, electrostatic powder coating units, wood-effect lamination systems, CNC mechanical processing centers, assembly lines, and expert teams. Our company has an annual production capacity of over 27,000 tons of aluminium profiles with extrusion press lines of 1,100 USTons (5”), 2,000 USTons (7”), and 4,000 MTons (10”). We manufacture profiles in various alloys through T0, T4, T5, and T6 heat treatment processes. In our anodizing facility, matte, bright, and satin finishes can be applied up to 7.5 meters in length with an annual capacity of 4,000,000 m². Coloring demands ranging from light bronze to black are met using Tin Sulphate and Nickel Sulphate baths. The aluminium wood-effect lamination machine enhances production flexibility by allowing rapid and efficient color changes. It is designed to provide durable and reliable wood-effect coating on aluminium profile surfaces. A wood-like appearance is applied to aluminium profiles through high-quality production and assembly processes. Our vertical and horizontal electrostatic powder coating facilities offer a service capacity of 28,000 tons/year, covering all RAL codes and architectural coating standards. The powder coating units are designed to be completely isolated from external environmental factors, and production is carried out with fully automatic, process-controlled cabin systems. Within our facility, 3- and 4-axis CNC profile machining centers, CNC double-head angular saws, precision cutting machines, and custom process machinery lines enable meticulous and rapid execution of mechanical operations as required by our customers. In our R&D center, we provide design and technical support in line with customer demands, working with a focus on maximum quality and satisfaction.;Product;No Website Found;;;;offline_dossier/detailed_reports/alufem-aluminyum-san-tic-a-s/report.md;aluminium profiles, aluminium extrusion press lines, wood-effect coated aluminium profiles;fast and innovative services, anodizing, electrostatic powder coating, wood-effect lamination, CNC mechanical processing, R&D design and technical support;alufem.com
y;pergole ;AluGarden;Outdoor Living, Leisure, & Modular Structures;Istanbul, Istanbul;Turkey;S2123;https://alugarden.com.tr/tr/home/;AluGarden is a registered brand created by Alcas Metal for its pergola and shading systems product group. AluGarden has developed aluminum-made shading, deck, garden fence, cotta, sunbreaker, and guillotine window systems for use in gardens and terraces, in response to demands and trends. These products have been designed with an emphasis on safety, comfort, and functionality, creating a large ecosystem that decoratively complements each other. The most important feature of our products is that they can be assembled by the consumer with their family members without the need for a professional team or supervisor. Our products are manufactured with wood patterns and colors that are closest to natural wood.;Product;No Website Found;;;;offline_dossier/detailed_reports/alugarden/report.md;aluminum-made shading, deck, garden fence, cotta, sunbreaker, guillotine window systems;;alugarden.com
;;ALUNA JX CO., LTD;Building Materials;Heyuan, Guangdong;China;W4183;https://www.buildersshow.com/exhibitor/alunajxcoltd;Aluna: The one-stop procurement factoryAbout us: Aluna is your stop when looking for human-made stone and bathroom products. Specializing in R&D, cost-effective production and time-mannered supply, we aim to provide the best service to our B2B clients.Core StrengthOur 60,000㎡ modern factory is equipped with intelligent production workshops and advanced equipment, forming a full-process production system. Large-scale production ensures bulk supply capacity, guaranteeing delivery efficiency and stable quality for large-scale projects and long-term cooperation.Key ProductsArtificial stone Basins: Adopting one-piece molding technology (seamless design, no hygiene dead corners), featuring stain resistance, scratch resistance and easy cleaning.Artificial stone Bathtubs: One-piece design with warm touch, high temperature resistance and impact resistance. Customizable in size and shape to fit various bathroom layouts.SMC shower pans: Strong and waterproof, making them ideal for modern bathrooms.Artificial stone shower accessories: From chairs to shower shelves, we are providing the full shower experience under high quality requirements.Quartz Stone: High hardness, strong stain resistance, suitable for high-end kitchen countertops, commercial space flooring, etc.Calcium: Excellent cost-effectiveness, rich in colors, suitable for wall decoration, general countertops and other engineering needs.Terrazzo: Environmentally friendly and durable, fireproof and moisture-proof, mostly used in public buildings, outdoor landscapes and other special scenarios.B2B Services & CooperationOur core is to offer factory-direct prices and strict quality control. We support customization for bulk orders (size, shape, texture) and provide professional services including sample confirmation, project consultation and logistics coordination.;Product;No Website Found;;;;offline_dossier/detailed_reports/aluna-jx-co-ltd/report.md;Artificial stone Basins, Artificial stone Bathtubs, SMC shower pans, Artificial stone shower accessories, Quartz Stone, Calcium, Terrazzo;Customization for bulk orders, Sample confirmation, Project consultation, Logistics coordination;alunajx.com
