Company,Segment,City,State/Country,Booth,Website,Description,Role
"ALUNA JX CO., LTD",Building Materials,"Heyuan, Guangdong",China,W4183,https://www.buildersshow.com/exhibitor/alunajxcoltd,"Aluna: The one-stop procurement factoryAbout us: Aluna is your stop when looking for human-made stone and bathroom products. Specializing in R&D, cost-effective production and time-mannered supply, we aim to provide the best service to our B2B clients.Core StrengthOur 60,000㎡ modern factory is equipped with intelligent production workshops and advanced equipment, forming a full-process production system. Large-scale production ensures bulk supply capacity, guaranteeing delivery efficiency and stable quality for large-scale projects and long-term cooperation.Key ProductsArtificial stone Basins: Adopting one-piece molding technology (seamless design, no hygiene dead corners), featuring stain resistance, scratch resistance and easy cleaning.Artificial stone Bathtubs: One-piece design with warm touch, high temperature resistance and impact resistance. Customizable in size and shape to fit various bathroom layouts.SMC shower pans: Strong and waterproof, making them ideal for modern bathrooms.Artificial stone shower accessories: From chairs to shower shelves, we are providing the full shower experience under high quality requirements.Quartz Stone: High hardness, strong stain resistance, suitable for high-end kitchen countertops, commercial space flooring, etc.Calcium: Excellent cost-effectiveness, rich in colors, suitable for wall decoration, general countertops and other engineering needs.Terrazzo: Environmentally friendly and durable, fireproof and moisture-proof, mostly used in public buildings, outdoor landscapes and other special scenarios.B2B Services & CooperationOur core is to offer factory-direct prices and strict quality control. We support customization for bulk orders (size, shape, texture) and provide professional services including sample confirmation, project consultation and logistics coordination.",Product
Aluzion Siding,Building Materials,St. Andre D'Argenteuil,Canada,W6347,https://www.buildersshow.com/exhibitor/ottawaaluminummanufacturersinc,Please stop by and visit our booth,Product
Amarr Company,Building Materials,Winston Salem,North Carolina,W7273,https://www.buildersshow.com/exhibitor/amarr,Please stop by and visit our booth,Product
"Amazing EZ-Screen Porch Windows, LLC","Outdoor Living, Leisure, & Modular Structures",Shoreview,Minnesota,S2189,https://www.buildersshow.com/exhibitor/amazingezscreenporchwindowsllc,Please stop by and visit our booth,Product
Ambiance Fireplaces & Grills,Interior Finishings & Home Living,Baraboo,Wisconsin,S15070,https://www.buildersshow.com/exhibitor/unitedbuyersgroupambiance,"Ambiance is where design, performance, and intention meet. 
At Ambiance, we believe fire is more than a product. It’s an experience. One that anchors a space, brings people together, and elevates how a home is lived in. 
Our fireplaces are thoughtfully designed to balance refined aesthetics with dependable performance. Clean lines. Timeless proportions. Materials and finishes chosen to complement modern living while standing the test of time. 
Ambiance products are built for professionals who care about details. Easy installation. Reliable engineering. Clear specifications. And designs that integrate seamlessly into residential and light commercial projects. 
Whether indoor or outdoor, gas or wood, Ambiance offers solutions that support creativity while respecting real-world project needs. 
At IBS, we invite you to experience how Ambiance helps you deliver spaces that feel warm, intentional, and complete.",Product
"Ambohr Co., Ltd",Interior Finishings & Home Living,"Xian, Shaanxi",China,S13043,https://www.buildersshow.com/exhibitor/ambohrcoltd,Please stop by and visit our booth,Product
America Kinmade Trading LLC,Building Materials,San Leandro,California,W8772,https://www.buildersshow.com/exhibitor/americakinmadetradingllc,"America Kinmade Trading LLC is one of the fastest growing global manufacturers of barn doors and glass doors with hardware, shower enclosures, pipe furniture, wood ladder and sliding ladder hardware for residential and commercial. 
Mandoor is a wholesale sub-brand of America Kinmade. Our interior door and sliding door hardware is supplied to several companies and supermarkets. Customers can find everything from wooden doors to modern doors, as well as a wide range of hardware.",Product
American Arcade,Interior Finishings & Home Living,Orlando,Florida,W7282,https://www.buildersshow.com/exhibitor/americanarcade,Please stop by and visit our booth,Product
"American Flashings and Accessories, LLC",Building Materials,Grant,Michigan,W5390,https://www.buildersshow.com/exhibitor/americanflashingsandaccessorie,"American Flashings manufactures durable, crew-friendly roof components for contractors and suppliers. Our patented J’d Out Kickout Flashing helps prevent water intrusion and replaces bent site-made kickouts. The EZ Gunner™ Ridge Vent speeds installs with consistent airflow. We also supply synthetic underlayment. Based in Grant, MI, we stock common colors, ship quickly, and support projects from single homes to large developments. Contact us for product details and distributor options.",Product
American Ground Screw,Building Materials,Des Moines,Iowa,W5477,https://www.buildersshow.com/exhibitor/americangroundscrew,"Now in use around the globe, American Ground Screws create strong, safe, long-lasting foundations for virtually any construction application in any landscape. Our ICC-certified solution is simple by design: compliant with building codes, easy and affordable to install, and ready to build on in a matter of hours instead of days or weeks. Ground screws are a greener alternative to concrete and deep foundations, such as helical and driven piles. They go where others cannot, ideal for hard-to-build areas, brownfields, rocky ground, and sites that shouldn’t be disturbed.",Product
American Renolit Corp,Building Materials,La Porte,Indiana,W5991,https://www.buildersshow.com/exhibitor/americanrenolit,Please stop by and visit our booth,Product
American Steel Core Builders,Building Materials,Miami,Florida,W7091,https://www.buildersshow.com/exhibitor/americansteelcorebuilders,Real estate developers delivering resilient projects with a hybrid steel-and-concrete construction system powered by Kratos.,Product
America's Preferred Structural Warranty,Business Management & Professional Services,Jackson,Michigan,S1026,https://www.buildersshow.com/exhibitor/americaspreferredstructuralwar,Please stop by and visit our booth,Service
Americast Architectural Stone,"Outdoor Living, Leisure, & Modular Structures",Norcross,Georgia,S3135,https://www.buildersshow.com/exhibitor/americastarchitecturalstone,Please stop by and visit our booth,Product
"AmeriSink, Inc.",Interior Finishings & Home Living,San Leandro,California,S13049,https://www.buildersshow.com/exhibitor/amerisinkinc,Please stop by and visit our booth,Product
Amrize,Building Materials,Nashville,Tennessee,W4467,https://www.buildersshow.com/exhibitor/amrize,"Join forces with industry leaders. Amrize offers a comprehensive suite of advanced building envelope systems from the brands you trust — all working together seamlessly to offer end-to-end solutions you can't find anywhere else. 

Architects, general contractors and commercial builders trust Amrize high-performance products for their most demanding projects. Our LEED-certified expertise and seamless system integration provide performance and peace of mind for you and your clients.",Product
Anatolia,Building Materials,Vaughan,"Ontario, Canada",S9147,https://www.buildersshow.com/exhibitor/anatolia,"Anatolia is a Canadian-based global company specializing in the design, manufacturing, and distribution of sintered slabs, ceramic and porcelain tiles, natural stone products, mosaics, surface protectors and related accessories to some of the largest distributors and national DIY chains throughout the globe. 
Since its inception in 1995, it has grown to 5 million sq ft of warehouse, office, manufacturing and showroom spaces. This family-owned and operated enterprise provides its customers access to an extensive stable inventory, a superior product line as well as a customer centric approach. Anatolia is known for its commitment to quality, innovation and sustainability in tile manufacturing, and strives to provide customers with a diverse selection of high-quality products that meet the demands of modern design trends. For more information, visit www.anatolia.com. 
Guardia® is a tear resistant, waterproof, breathable and flexible mat that has an anti-slip self-adhesive coating on the bottom that keeps it in place. If you are looking for extra strength protection and absorbency Guardia Pro Surface Protection with absorbency and extra tensile and tearing strength is also available. For more information, visit: https://guardiasurfaceprotection.com/",Product
